image_id,labeler1,labeler2,labeler3,majority_label
2349.jpg,Leaned,Leaned,Rejected,Leaned
2350.jpg,Rejected,Rejected,Straight,Rejected
2351.jpg,Rejected,Rejected,Straight,Rejected
2352.jpg,Rejected,Rejected,,Rejected
2353.jpg,Leaned,Leaned,Leaned,Leaned
2354.jpg,Rejected,Rejected,Leaned,Rejected
2355.jpg,Leaned,Leaned,Leaned,Leaned
2356.jpg,Leaned,Leaned,Leaned,Leaned
2357.jpg,Straight,Straight,Straight,Straight
2358.jpg,Leaned,Leaned,Leaned,Leaned
2359.jpg,Leaned,Leaned,Leaned,Leaned
2360.jpg,Rejected,Straight,Straight,Straight
2361.jpg,Rejected,Straight,Straight,Straight
2362.jpg,Rejected,Rejected,,Rejected
2363.jpg,Unlabeled,Straight,Straight,Straight
2364.jpg,Rejected,Rejected,Rejected,Rejected
2365.jpg,Unlabeled,Leaned,Leaned,Leaned
2366.jpg,Rejected,Rejected,Leaned,Rejected
2367.jpg,Leaned,Leaned,Leaned,Leaned
2368.jpg,Leaned,Leaned,Leaned,Leaned
2369.jpg,Leaned,Leaned,Leaned,Leaned
2370.jpg,Leaned,Leaned,Leaned,Leaned
2371.jpg,Leaned,Leaned,Leaned,Leaned
2372.jpg,Leaned,Leaned,Leaned,Leaned
2373.jpg,Rejected,Rejected,Leaned,Rejected
2374.jpg,Leaned,Leaned,Leaned,Leaned
2375.jpg,Unlabeled,Leaned,Leaned,Leaned
2376.jpg,Leaned,Leaned,Leaned,Leaned
2377.jpg,Leaned,Leaned,Leaned,Leaned
2378.jpg,Leaned,Leaned,Leaned,Leaned
2379.jpg,Rejected,Rejected,Rejected,Rejected
2380.jpg,Leaned,Rejected,Straight,
2381.jpg,Straight,Unlabeled,Straight,Straight
2382.jpg,Straight,Straight,Straight,Straight
2383.jpg,Unlabeled,Leaned,Straight,
2384.jpg,Unlabeled,Rejected,Straight,
2385.jpg,Leaned,Leaned,Leaned,Leaned
2386.jpg,Leaned,Leaned,Leaned,Leaned
2387.jpg,Straight,Straight,Straight,Straight
2388.jpg,Leaned,Straight,Straight,Straight
2389.jpg,Rejected,Leaned,Rejected,Rejected
2390.jpg,Leaned,Leaned,Leaned,Leaned
2391.jpg,Rejected,,Straight,
2392.jpg,Leaned,Leaned,Leaned,Leaned
2393.jpg,Leaned,Leaned,Leaned,Leaned
2394.jpg,Rejected,Rejected,Leaned,Rejected
2395.jpg,Straight,Straight,Straight,Straight
2396.jpg,Rejected,Leaned,Leaned,Leaned
2397.jpg,Leaned,Leaned,Leaned,Leaned
2398.jpg,Leaned,Straight,Leaned,Leaned
2399.jpg,Leaned,Leaned,Rejected,Leaned
2400.jpg,Straight,Straight,Straight,Straight
2401.jpg,Leaned,Straight,Straight,Straight
2402.jpg,Rejected,Rejected,Rejected,Rejected
2403.jpg,Rejected,Straight,Straight,Straight
2404.jpg,Rejected,Rejected,Leaned,Rejected
2405.jpg,Leaned,Leaned,Leaned,Leaned
2406.jpg,Rejected,Rejected,,Rejected
2407.jpg,Straight,Leaned,Straight,Straight
2408.jpg,Leaned,Straight,Straight,Straight
2409.jpg,Straight,Straight,Straight,Straight
2410.jpg,Leaned,Leaned,Leaned,Leaned
2411.jpg,Leaned,Leaned,Leaned,Leaned
2412.jpg,Unlabeled,Straight,Straight,Straight
2413.jpg,Rejected,Rejected,,Rejected
2414.jpg,Rejected,Rejected,,Rejected
2415.jpg,Leaned,Leaned,Rejected,Leaned
2416.jpg,Straight,Unlabeled,Straight,Straight
2417.jpg,Leaned,Leaned,Leaned,Leaned
2418.jpg,Leaned,Straight,Straight,Straight
2419.jpg,Leaned,Leaned,Leaned,Leaned
2420.jpg,Leaned,Leaned,Leaned,Leaned
2421.jpg,Leaned,Leaned,Leaned,Leaned
2422.jpg,Rejected,Rejected,Straight,Rejected
2423.jpg,Leaned,Leaned,Leaned,Leaned
2424.jpg,Rejected,Rejected,,Rejected
2425.jpg,Rejected,Rejected,,Rejected
2426.jpg,Rejected,Rejected,,Rejected
2427.jpg,Rejected,Rejected,,Rejected
2428.jpg,Leaned,Rejected,Leaned,Leaned
2429.jpg,Rejected,Rejected,,Rejected
2430.jpg,Rejected,Rejected,Rejected,Rejected
2431.jpg,Leaned,Leaned,Leaned,Leaned
2432.jpg,Leaned,Leaned,Leaned,Leaned
2433.jpg,Leaned,Leaned,Rejected,Leaned
2434.jpg,Leaned,Leaned,Leaned,Leaned
2435.jpg,Leaned,Leaned,Leaned,Leaned
2436.jpg,Unlabeled,Straight,Straight,Straight
2437.jpg,Leaned,Leaned,Leaned,Leaned
2438.jpg,Straight,Straight,Straight,Straight
2439.jpg,Leaned,Leaned,Leaned,Leaned
2440.jpg,Leaned,Straight,Leaned,Leaned
2441.jpg,Straight,Straight,Straight,Straight
2442.jpg,Leaned,Leaned,Leaned,Leaned
2443.jpg,Straight,Leaned,Straight,Straight
